"gender","major","disaster_freq","ai_experience","nt_can_thiet_1","nt_can_thiet_2","nt_can_thiet_3","nb_ai_1","nb_ai_2","nb_ai_3","kv_hieu_qua_1","kv_hieu_qua_2","kv_hieu_qua_3","ln_phi_nhan_tinh_1","ln_phi_nhan_tinh_2","ln_phi_nhan_tinh_3","te_liet_xh_1","te_liet_xh_2","te_liet_xh_3","nham_lan_gkhq_1","nham_lan_gkhq_2","nham_lan_gkhq_3","yd_hanh_vi_1","yd_hanh_vi_2","yd_hanh_vi_3","other_opinions"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",4,3,2,5,5,4,2,2,4,3,4,4,4,3,3,2,3,4,2,2,2,"Không ạ"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,"Không ạ"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",5,5,3,5,4,3,5,3,4,3,2,4,1,2,3,2,1,4,2,4,4,"Không có"
"Nam","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",3,2,4,5,5,2,3,2,3,3,1,2,4,1,1,3,3,3,2,2,3,"không có"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,3,4,4,2,2,5,4,4,2,2,5,4,2,2,2,3,5,2,3,4,"Dạ em/mình không có ạ."
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,2,4,3,4,3,4,3,3,3,4,4,3,2,2,3,3,4,3,3,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,4,5,5,4,3,4,4,3,4,5,5,5,5,3,4,5,3,2,3,2,NA
"Nữ","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",4,5,3,4,4,2,3,5,5,2,1,2,2,4,5,2,1,1,2,5,4,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",5,5,5,5,4,3,5,3,5,2,2,2,3,4,1,5,4,5,1,5,2,NA
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"không ạ"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",5,4,4,5,5,3,4,3,3,5,5,5,5,3,4,4,4,4,4,4,4,"Không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,3,5,3,3,3,4,4,4,3,3,2,2,3,2,4,3,4,2,3,3,"Không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,5,3,3,3,2,3,5,5,3,2,2,3,4,2,4,4,3,4,2,3,"Không có"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",1,1,5,3,4,3,2,2,2,5,5,5,4,1,5,2,2,2,1,3,3,"Sự tham vấn từ AI có thể làm sai lệch nhận thức về tình hình sức khỏe tinh thần của một số cá nhân, khi sự tư vấn từ AI chỉ dựa trên thông tin chung thay vì cá nhân hóa sự tham vấn để phù hợp với từng đối tượng."
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",5,3,2,4,5,3,5,3,4,3,4,5,2,3,4,4,3,4,2,4,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",3,4,2,4,2,2,3,4,2,1,2,3,3,2,3,1,2,5,2,3,4,"Mình kỳ vọng AI có thể hỗ trợ người dùng tiếp cận các nguồn hỗ trợ sức khỏe tinh thần nhanh chóng, chi phí hợp lý và luôn sẵn sàng khi cần. Tuy nhiên, mình cũng lo ngại về độ chính xác của lời khuyên, khả năng AI hiểu sai cảm xúc hoặc hoàn cảnh cá nhân, cũng như vấn đề bảo mật dữ liệu và quyền riêng tư. Theo mình, AI nên đóng vai trò hỗ trợ, không thay thế hoàn toàn các chuyên gia tâm lý, đặc biệt trong những trường hợp nghiêm trọng."
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",5,2,3,3,4,3,4,4,4,2,2,3,2,2,2,2,3,3,2,3,3,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,3,5,3,3,4,4,3,3,3,3,3,4,3,4,3,4,3,3,3,3,"Vấn đề bảo mật dữ liệu"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,5,3,5,4,3,4,3,2,4,5,5,4,2,2,3,5,3,3,1,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",4,3,4,5,5,3,4,5,3,4,5,5,3,3,2,2,3,3,2,4,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,"Tôi thấy AI phán tôi bệnh nặng hơn thực tế, vd như là bệnh K"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",4,2,3,2,2,3,3,4,4,2,2,2,3,2,3,3,3,3,2,3,4,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",3,5,3,3,3,3,3,4,5,4,4,4,4,2,3,3,2,4,3,2,2,"Không"
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",4,4,3,4,3,3,4,3,3,4,4,4,4,2,3,3,3,4,4,4,2,"không ạ"
"Nữ","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Hằng năm, đều đặn","Sử dụng vài lần",3,4,3,4,4,4,3,4,2,4,4,3,2,2,2,2,4,2,2,2,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Hằng năm, đều đặn","Sử dụng vài lần",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,"Không có"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,"Tính chính xác"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",5,5,5,3,5,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,"Không"
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",4,3,5,5,4,4,4,3,5,5,5,4,4,5,4,4,5,5,4,4,4,NA
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,4,4,5,5,4,3,4,4,4,4,4,4,3,2,3,3,3,4,4,4,"Không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,5,4,5,5,5,5,5,5,3,3,3,5,5,1,5,5,5,3,5,5,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",3,4,5,5,5,5,3,5,5,1,1,3,4,5,3,2,5,2,1,4,2,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",1,1,4,4,4,3,4,4,4,5,5,5,5,1,1,1,1,1,1,1,1,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",3,1,3,4,4,4,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",5,3,5,5,5,3,5,4,3,3,2,2,4,4,5,3,3,3,3,5,5,"không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,5,4,3,3,4,4,5,4,5,4,4,4,3,4,5,4,4,4,5,4,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Hằng năm, đều đặn","Chưa từng sử dụng",5,5,5,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,3,3,3,"không ạ"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Hằng năm, đều đặn","Chưa từng sử dụng",4,3,5,2,3,2,2,4,3,3,3,4,3,4,4,2,2,4,3,3,4,"Không"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,3,3,5,4,3,3,4,3,3,4,4,4,2,3,2,2,4,2,2,3,NA
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",4,3,3,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,3,3,3,"Không có"
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",4,4,3,4,4,3,4,4,3,4,3,4,4,4,4,3,4,4,4,3,4,"Không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,4,5,5,5,4,5,5,4,3,3,2,2,3,4,3,4,2,2,5,3,"không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",5,5,3,3,4,5,5,4,3,3,2,4,3,3,2,2,4,2,2,2,3,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,4,3,4,4,4,3,3,3,5,5,5,5,3,3,4,4,4,3,3,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",1,1,1,3,3,2,2,1,1,3,3,3,4,1,1,1,1,1,1,1,1,"Không ạ"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,5,5,5,5,5,5,3,3,2,4,4,5,2,1,4,2,2,1,2,3,NA
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,5,5,4,3,3,5,5,5,3,3,3,4,1,4,4,4,4,3,4,4,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",2,3,4,4,4,4,3,3,3,4,4,4,4,4,4,2,2,2,1,1,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",5,5,4,3,5,4,4,4,4,4,5,5,4,2,2,4,4,4,3,3,3,"Mình lo ngại về vấn đề AI vẫn thiếu góc nhìn thực tế trong tình huống cụ thể xảy ra, không phải hoàn cảnh sự cuộc luôn có thể dễ diễn đạt ra để AI hiểu và tư vấn"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",5,1,5,5,5,5,3,3,3,5,5,5,5,5,5,3,5,3,1,5,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,5,3,5,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,"AI có thể phản hồi nhanh chóng nhưng chưa có khả năng thấu hiểu cảm xúc, thấu cảm từ đó cho thấy sự lo ngại về việc AI cung cấp lời khuyên thiếu an toàn cho các đối tượng dễ bị tổn thương."
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,2,3,2,2,3,2,2,4,3,3,2,4,4,3,3,2,4,4,3,4,"hiện tại thì chưa"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",2,2,5,4,4,3,4,3,3,4,4,5,4,2,2,3,2,5,1,2,3,"Dạ em không có ý kiến ạ"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,4,5,5,4,3,5,5,5,2,2,4,3,2,2,3,5,1,1,4,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",3,3,4,5,5,5,5,5,5,2,2,2,2,2,3,4,4,4,2,3,3,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,4,3,4,2,4,5,4,4,4,5,4,5,4,4,5,4,4,2,2,2,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",2,2,4,4,4,4,3,2,3,3,3,4,4,3,2,3,4,3,3,3,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",3,4,4,3,5,4,3,4,4,4,3,4,4,5,3,5,2,2,2,2,2,"Tôi bị ức chế vì AI quá ba phải. Tuy tôi hay hỏi ý kiến từ người quen và ít dùng AI trong lĩnh vực này nhưng đôi khi người tôi quen không đủ kiến thức để trả lời thì tôi phải dùng đến AI, và mỗi lần dùng tôi đều rất ức chế và gần như không bao giờ giải quyết được về mặt tâm lý, tình cảm, tinh thần."
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",4,5,4,4,5,4,4,4,5,4,5,4,4,4,4,4,4,4,4,3,4,"có"
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,3,3,3,4,3,3,3,4,4,3,4,3,4,3,4,3,4,3,3,4,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,4,4,4,3,4,4,3,4,3,3,3,3,3,3,4,3,4,3,3,4,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,3,3,3,4,3,4,4,3,3,4,3,3,4,4,3,3,4,4,4,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",5,5,5,1,2,1,5,5,2,4,1,1,1,1,4,5,5,5,5,5,5,"hiện thì mình chưa, nhưng mình rất biết ơn AI đã an ủi mình, có lúc mình muốn chết luôn, nên mình nt với AI, xong AI nói là nếu bạn đang có vấn đề thì hãy gọi điện cho Sđt này, hoặc kêu mẹ bạn dậy ngay lập tức, dù mình biết là AI không giúp mình được nhưng AI đã an ủi mình rất nhiều."
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",3,4,1,3,4,3,4,3,1,4,4,5,5,3,2,3,3,3,2,3,2,"Không"
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,5,3,4,3,5,4,5,4,4,2,3,4,3,4,4,3,4,4,5,5,"mình không"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",4,2,3,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,4,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,3,2,5,4,3,5,3,3,4,5,5,5,3,3,2,5,2,2,2,1,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",4,4,3,5,4,5,3,3,4,3,4,5,4,5,5,3,4,4,3,4,4,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,4,4,3,4,4,5,3,4,4,5,3,4,3,5,5,3,5,4,3,5,"Dạ k"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,4,4,4,4,3,3,3,3,3,3,4,3,2,2,3,3,3,3,3,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",1,4,5,5,3,4,3,1,1,5,5,5,5,1,1,5,5,5,1,1,1,NA
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Hằng năm, đều đặn","Sử dụng vài lần",4,5,4,4,5,5,4,5,5,3,2,3,4,5,5,4,5,5,4,4,3,"Không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",2,4,4,4,4,4,5,4,4,2,2,2,2,1,2,2,2,2,4,4,4,"N/A"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,3,4,2,3,2,4,4,4,2,4,4,2,4,5,4,5,5,2,4,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,3,3,4,5,4,4,5,5,5,5,5,5,3,5,3,3,3,2,2,2,"Không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",4,3,4,5,4,5,3,4,3,4,3,5,3,5,4,4,5,5,5,4,3,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",4,3,5,4,5,5,4,5,3,5,5,4,4,5,4,4,5,4,4,5,4,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",5,4,2,4,4,2,4,5,4,3,2,4,4,4,3,4,3,4,1,3,5,"Không"
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,3,4,4,3,4,4,2,4,3,3,4,3,3,4,4,4,3,3,4,5,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,4,3,3,4,4,3,3,4,4,4,5,5,4,3,4,3,3,2,2,3,"không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,4,4,4,4,3,5,5,4,4,4,5,5,5,4,4,4,5,3,3,4,"không"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,4,4,4,5,4,5,5,5,5,5,5,2,2,1,4,5,3,2,4,3,"Kh ạ"
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,"Có"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",5,5,4,5,5,4,3,2,2,5,5,5,4,1,1,1,1,5,1,1,1,"tôi nghĩ AI không thể là công cụ chăm sóc sức khỏe tinh thần vì nó không hiểu được bản chất của sự việc mà bản than tôi đang gặp phải"
